DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.262143	26	2	0	1	7	2	1	0	14713	28	0	38.1086	0	0
DL	0.262393	26	2	1	1	7	2	1	0	14713	28	0	38.1194	0	0
DL	0.262643	26	2	2	1	7	2	1	0	14713	28	0	38.097	0	0
DL	0.262893	26	2	3	1	7	2	1	0	14713	28	0	38.0956	0	0
DL	0.263143	26	3	0	1	7	2	1	0	14713	28	0	38.0938	0	0
DL	0.263393	26	3	1	1	7	2	1	0	14713	28	0	38.1223	0	0
DL	0.263643	26	3	2	1	7	2	1	0	14713	28	0	38.1391	0	0
DL	0.263893	26	3	3	1	7	2	1	0	14713	28	0	38.0727	0	0
DL	0.264143	26	4	0	1	7	2	1	0	14713	28	0	38.0458	0	0
DL	0.264393	26	4	1	1	7	2	1	0	14713	28	0	38.0763	0	0
DL	0.264643	26	4	2	1	7	2	1	0	14713	28	0	38.1199	0	0
DL	0.264893	26	4	3	1	7	2	1	0	14713	28	0	38.1158	0	0
DL	0.265143	26	5	0	1	7	2	1	0	14713	28	0	38.1249	0	0
DL	0.265393	26	5	1	1	7	2	1	0	14713	28	0	38.2071	0	0
DL	0.265643	26	5	2	1	7	2	1	0	14713	28	0	38.2026	0	0
DL	0.265893	26	5	3	1	7	2	1	0	14713	28	0	38.2528	0	0
DL	0.266143	26	6	0	1	7	2	1	0	14713	28	0	38.2473	0	0
DL	0.266393	26	6	1	1	7	2	1	0	14713	28	0	38.2866	0	0
DL	0.266643	26	6	2	1	7	2	1	0	14713	28	0	38.2787	0	0
DL	0.266893	26	6	3	1	7	2	1	0	14713	28	0	38.289	0	0
UL	0.266911	26	6	3	8	1	2	1	0	2104	28	0	38.3148 	0	0
DL	0.267143	26	7	0	1	7	2	1	0	14713	28	0	38.3294	0	0
UL	0.267161	26	7	0	8	1	2	1	0	2104	28	0	38.325 	0	0
DL	0.267393	26	7	1	1	7	2	1	0	14713	28	0	38.318	0	0
UL	0.267411	26	7	1	8	1	2	1	0	2104	28	0	38.3286 	0	0
DL	0.267643	26	7	2	1	7	2	1	0	14713	28	0	38.3292	0	0
DL	0.267893	26	7	3	1	7	2	1	0	14713	28	0	38.2873	0	0
DL	0.268143	26	8	0	1	7	2	1	0	14713	28	0	38.3805	0	0
DL	0.268393	26	8	1	1	7	2	1	0	14713	28	0	38.3865	0	0
DL	0.268643	26	8	2	1	7	2	1	0	14713	28	0	38.4376	0	0
DL	0.268893	26	8	3	1	7	2	1	0	14713	28	0	38.4983	0	0
DL	0.269143	26	9	0	1	7	2	1	0	14713	28	0	38.5065	0	0
DL	0.269393	26	9	1	1	7	2	1	0	14713	28	0	38.4921	0	0
DL	0.269643	26	9	2	1	7	2	1	0	14713	28	0	38.4597	0	0
DL	0.269893	26	9	3	1	7	2	1	0	14713	28	0	38.4703	0	0
DL	0.270143	27	0	0	1	7	2	1	0	14713	28	0	38.4878	0	0
DL	0.270393	27	0	1	1	7	2	1	0	14713	28	0	38.4687	0	0
DL	0.270643	27	0	2	1	7	2	1	0	14713	28	0	38.4818	0	0
DL	0.270893	27	0	3	1	7	2	1	0	14713	28	0	38.4881	0	0
DL	0.271143	27	1	0	1	7	2	1	0	14713	28	0	38.4523	0	0
DL	0.271393	27	1	1	1	7	2	1	0	14713	28	0	38.4471	0	0
DL	0.271643	27	1	2	1	7	2	1	0	14713	28	0	38.4904	0	0
DL	0.271893	27	1	3	1	7	2	1	0	14713	28	0	38.5133	0	0
DL	0.272143	27	2	0	1	7	2	1	0	14713	28	0	38.4752	0	0
DL	0.272393	27	2	1	1	7	2	1	0	14713	28	0	38.4538	0	0
DL	0.272643	27	2	2	1	7	2	1	0	14713	28	0	38.4632	0	0
DL	0.272893	27	2	3	1	7	2	1	0	14713	28	0	38.5371	0	0
DL	0.273143	27	3	0	1	7	2	1	0	14713	28	0	38.5474	0	0
DL	0.273393	27	3	1	1	7	2	1	0	14713	28	0	38.5246	0	0
DL	0.273643	27	3	2	1	7	2	1	0	14713	28	0	38.4461	0	0
DL	0.273893	27	3	3	1	7	2	1	0	14713	28	0	38.4854	0	0
DL	0.274143	27	4	0	1	7	2	1	0	14713	28	0	38.4509	0	0
DL	0.274393	27	4	1	1	7	2	1	0	14713	28	0	38.4428	0	0
DL	0.274643	27	4	2	1	7	2	1	0	14713	28	0	38.4158	0	0
DL	0.274893	27	4	3	1	7	2	1	0	14713	28	0	38.4674	0	0
DL	0.275143	27	5	0	1	7	2	1	0	14713	28	0	38.5331	0	0
DL	0.275393	27	5	1	1	7	2	1	0	14713	28	0	38.5753	0	0
DL	0.275643	27	5	2	1	7	2	1	0	14713	28	0	38.6252	0	0
DL	0.275893	27	5	3	1	7	2	1	0	14713	28	0	38.6156	0	0
DL	0.276143	27	6	0	1	7	2	1	0	14713	28	0	38.644	0	0
DL	0.276393	27	6	1	1	7	2	1	0	14713	28	0	38.5768	0	0
DL	0.276643	27	6	2	1	7	2	1	0	14713	28	0	38.5954	0	0
DL	0.276893	27	6	3	1	7	2	1	0	14713	28	0	38.6221	0	0
DL	0.277143	27	7	0	1	7	2	1	0	14713	28	0	38.5373	0	0
DL	0.277393	27	7	1	1	7	2	1	0	14713	28	0	38.4845	0	0
DL	0.277643	27	7	2	1	7	2	1	0	14713	28	0	38.5055	0	0
UL	0.277661	27	7	2	8	1	2	1	0	2104	28	0	38.4249 	0	0
DL	0.277893	27	7	3	1	7	2	1	0	14713	28	0	38.4841	0	0
UL	0.277911	27	7	3	8	1	2	1	0	2104	28	0	38.4692 	0	0
DL	0.278143	27	8	0	1	7	2	1	0	14713	28	0	38.4979	0	0
UL	0.278161	27	8	0	8	1	2	1	0	2104	28	0	38.4459 	0	0
DL	0.278393	27	8	1	1	7	2	1	0	14713	28	0	38.5174	0	0
DL	0.278643	27	8	2	1	7	2	1	0	14713	28	0	38.5226	0	0
DL	0.278893	27	8	3	1	7	2	1	0	14713	28	0	38.4852	0	0
DL	0.279143	27	9	0	1	7	2	1	0	14713	28	0	38.513	0	0
DL	0.279393	27	9	1	1	7	2	1	0	14713	28	0	38.5777	0	0
DL	0.279643	27	9	2	1	7	2	1	0	14713	28	0	38.5697	0	0
DL	0.279893	27	9	3	1	7	2	1	0	14713	28	0	38.5952	0	0
DL	0.280143	28	0	0	1	7	2	1	0	14713	28	0	38.5977	0	0
DL	0.280393	28	0	1	1	7	2	1	0	14713	28	0	38.5624	0	0
DL	0.280643	28	0	2	1	7	2	1	0	14713	28	0	38.498	0	0
DL	0.280893	28	0	3	1	7	2	1	0	14713	28	0	38.4842	0	0
DL	0.281143	28	1	0	1	7	2	1	0	14713	28	0	38.5607	0	0
DL	0.281393	28	1	1	1	7	2	1	0	14713	28	0	38.5536	0	0
DL	0.281643	28	1	2	1	7	2	1	0	14713	28	0	38.5662	0	0
DL	0.281893	28	1	3	1	7	2	1	0	14713	28	0	38.5786	0	0
DL	0.282143	28	2	0	1	7	2	1	0	14713	28	0	38.5875	0	0
DL	0.282393	28	2	1	1	7	2	1	0	14713	28	0	38.6187	0	0
DL	0.282643	28	2	2	1	7	2	1	0	14713	28	0	38.5577	0	0
DL	0.282893	28	2	3	1	7	2	1	0	14713	28	0	38.5515	0	0
DL	0.283143	28	3	0	1	7	2	1	0	14713	28	0	38.5106	0	0
DL	0.283393	28	3	1	1	7	2	1	0	14713	28	0	38.4897	0	0
DL	0.283643	28	3	2	1	7	2	1	0	14713	28	0	38.4545	0	0
DL	0.283893	28	3	3	1	7	2	1	0	14713	28	0	38.479	0	0
DL	0.284143	28	4	0	1	7	2	1	0	14713	28	0	38.5041	0	0
DL	0.284393	28	4	1	1	7	2	1	0	14713	28	0	38.4843	0	0
DL	0.284643	28	4	2	1	7	2	1	0	14713	28	0	38.4605	0	0
DL	0.284893	28	4	3	1	7	2	1	0	14713	28	0	38.5262	0	0
DL	0.285143	28	5	0	1	7	2	1	0	14713	28	0	38.4991	0	0
DL	0.285393	28	5	1	1	7	2	1	0	14713	28	0	38.5337	0	0
DL	0.285643	28	5	2	1	7	2	1	0	14713	28	0	38.5563	0	0
DL	0.285893	28	5	3	1	7	2	1	0	14713	28	0	38.5621	0	0
DL	0.286143	28	6	0	1	7	2	1	0	14713	28	0	38.5116	0	0
DL	0.286393	28	6	1	1	7	2	1	0	14713	28	0	38.5181	0	0
DL	0.286643	28	6	2	1	7	2	1	0	14713	28	0	38.4953	0	0
DL	0.286893	28	6	3	1	7	2	1	0	14713	28	0	38.4446	0	0
DL	0.287143	28	7	0	1	7	2	1	0	14713	28	0	38.5132	0	0
DL	0.287393	28	7	1	1	7	2	1	0	14713	28	0	38.5116	0	0
DL	0.287643	28	7	2	1	7	2	1	0	14713	28	0	38.5757	0	0
DL	0.287893	28	7	3	1	7	2	1	0	14713	28	0	38.4972	0	0
DL	0.288143	28	8	0	1	7	2	1	0	14713	28	0	38.5231	0	0
DL	0.288393	28	8	1	1	7	2	1	0	14713	28	0	38.5185	0	0
UL	0.288411	28	8	1	8	1	2	1	0	2104	28	0	38.4757 	0	0
DL	0.288643	28	8	2	1	7	2	1	0	14713	28	0	38.5095	0	0
UL	0.288661	28	8	2	8	1	2	1	0	2104	28	0	38.5246 	0	0
DL	0.288893	28	8	3	1	7	2	1	0	14713	28	0	38.5287	0	0
UL	0.288911	28	8	3	8	1	2	1	0	2104	28	0	38.5117 	0	0
DL	0.289143	28	9	0	1	7	2	1	0	14713	28	0	38.5059	0	0
DL	0.289393	28	9	1	1	7	2	1	0	14713	28	0	38.4781	0	0
DL	0.289643	28	9	2	1	7	2	1	0	14713	28	0	38.4287	0	0
DL	0.289893	28	9	3	1	7	2	1	0	14713	28	0	38.4534	0	0
DL	0.290143	29	0	0	1	7	2	1	0	14713	28	0	38.515	0	0
DL	0.290393	29	0	1	1	7	2	1	0	14713	28	0	38.4743	0	0
DL	0.290643	29	0	2	1	7	2	1	0	14713	28	0	38.4737	0	0
DL	0.290893	29	0	3	1	7	2	1	0	14713	28	0	38.4246	0	0
DL	0.291143	29	1	0	1	7	2	1	0	14713	28	0	38.3823	0	0
DL	0.291393	29	1	1	1	7	2	1	0	14713	28	0	38.3994	0	0
DL	0.291643	29	1	2	1	7	2	1	0	14713	28	0	38.3557	0	0
DL	0.291893	29	1	3	1	7	2	1	0	14713	28	0	38.3544	0	0
DL	0.292143	29	2	0	1	7	2	1	0	14713	28	0	38.4089	0	0
DL	0.292393	29	2	1	1	7	2	1	0	14713	28	0	38.4375	0	0
DL	0.292643	29	2	2	1	7	2	1	0	14713	28	0	38.3826	0	0
DL	0.292893	29	2	3	1	7	2	1	0	14713	28	0	38.3871	0	0
DL	0.293143	29	3	0	1	7	2	1	0	14713	28	0	38.3636	0	0
DL	0.293393	29	3	1	1	7	2	1	0	14713	28	0	38.3923	0	0
DL	0.293643	29	3	2	1	7	2	1	0	14713	28	0	38.4058	0	0
DL	0.293893	29	3	3	1	7	2	1	0	14713	28	0	38.4156	0	0
DL	0.294143	29	4	0	1	7	2	1	0	14713	28	0	38.3686	0	0
DL	0.294393	29	4	1	1	7	2	1	0	14713	28	0	38.3259	0	0
DL	0.294643	29	4	2	1	7	2	1	0	14713	28	0	38.3125	0	0
DL	0.294893	29	4	3	1	7	2	1	0	14713	28	0	38.3135	0	0
DL	0.295143	29	5	0	1	7	2	1	0	14713	28	0	38.3686	0	0
DL	0.295393	29	5	1	1	7	2	1	0	14713	28	0	38.2947	0	0
DL	0.295643	29	5	2	1	7	2	1	0	14713	28	0	38.3368	0	0
DL	0.295893	29	5	3	1	7	2	1	0	14713	28	0	38.2884	0	0
DL	0.296143	29	6	0	1	7	2	1	0	14713	28	0	38.3065	0	0
DL	0.296393	29	6	1	1	7	2	1	0	14713	28	0	38.3204	0	0
DL	0.296643	29	6	2	1	7	2	1	0	14713	28	0	38.3756	0	0
DL	0.296893	29	6	3	1	7	2	1	0	14713	28	0	38.3389	0	0
DL	0.297143	29	7	0	1	7	2	1	0	14713	28	0	38.3563	0	0
DL	0.297393	29	7	1	1	7	2	1	0	14713	28	0	38.33	0	0
DL	0.297643	29	7	2	1	7	2	1	0	14713	28	0	38.387	0	0
DL	0.297893	29	7	3	1	7	2	1	0	14713	28	0	38.4273	0	0
DL	0.298143	29	8	0	1	7	2	1	0	14713	28	0	38.4063	0	0
DL	0.298393	29	8	1	1	7	2	1	0	14713	28	0	38.3933	0	0
DL	0.298643	29	8	2	1	7	2	1	0	14713	28	0	38.4391	0	0
DL	0.298893	29	8	3	1	7	2	1	0	14713	28	0	38.4272	0	0
DL	0.299143	29	9	0	1	7	2	1	0	14713	28	0	38.4491	0	0
UL	0.299161	29	9	0	8	1	2	1	0	2104	28	0	38.4226 	0	0
DL	0.299393	29	9	1	1	7	2	1	0	14713	28	0	38.4558	0	0
UL	0.299411	29	9	1	8	1	2	1	0	2104	28	0	38.3687 	0	0
DL	0.299643	29	9	2	1	7	2	1	0	14713	28	0	38.461	0	0
UL	0.299661	29	9	2	8	1	2	1	0	2104	28	0	38.4254 	0	0
DL	0.299893	29	9	3	1	7	2	1	0	14713	28	0	38.468	0	0
DL	0.300143	30	0	0	1	7	2	1	0	14713	28	0	38.4209	0	0
DL	0.300393	30	0	1	1	7	2	1	0	14713	28	0	35.4117	0	0
DL	0.300643	30	0	2	1	7	2	1	0	14713	28	0	35.4333	0	0
DL	0.300893	30	0	3	1	7	2	1	0	14713	28	0	35.428	0	0
DL	0.301143	30	1	0	1	7	2	1	0	14713	28	0	35.4039	0	0
DL	0.301393	30	1	1	1	7	2	1	0	14713	28	0	35.4454	0	0
DL	0.301643	30	1	2	1	7	2	1	0	14713	28	0	35.3942	0	0
DL	0.301893	30	1	3	1	7	2	1	0	14713	28	0	35.4021	0	0
DL	0.302143	30	2	0	1	7	2	1	0	14713	28	0	35.4278	0	0
DL	0.302393	30	2	1	1	7	2	1	0	14713	28	0	35.4554	0	0
DL	0.302643	30	2	2	1	7	2	1	0	14713	28	0	35.4505	0	0
DL	0.302893	30	2	3	1	7	2	1	0	14713	28	0	35.4492	0	0
DL	0.303143	30	3	0	1	7	2	1	0	14713	28	0	35.4908	0	0
DL	0.303393	30	3	1	1	7	2	1	0	14713	28	0	35.5095	0	0
DL	0.303643	30	3	2	1	7	2	1	0	14713	28	0	35.5451	0	0
DL	0.303893	30	3	3	1	7	2	1	0	14713	28	0	35.5627	0	0
DL	0.304143	30	4	0	1	7	2	1	0	14713	28	0	35.495	0	0
DL	0.304393	30	4	1	1	7	2	1	0	14713	28	0	35.4742	0	0
DL	0.304643	30	4	2	1	7	2	1	0	14713	28	0	35.4998	0	0
DL	0.304893	30	4	3	1	7	2	1	0	14713	28	0	35.505	0	0
DL	0.305143	30	5	0	1	7	2	1	0	14713	28	0	35.5618	0	0
DL	0.305393	30	5	1	1	7	2	1	0	14713	28	0	35.426	0	0
DL	0.305643	30	5	2	1	7	2	1	0	14713	28	0	35.4129	0	0
DL	0.305893	30	5	3	1	7	2	1	0	14713	28	0	35.4142	0	0
DL	0.306143	30	6	0	1	7	2	1	0	14713	28	0	35.4358	0	0
DL	0.306393	30	6	1	1	7	2	1	0	14713	28	0	35.4091	0	0
DL	0.306643	30	6	2	1	7	2	1	0	14713	28	0	35.4268	0	0
DL	0.306893	30	6	3	1	7	2	1	0	14713	28	0	35.4263	0	0
DL	0.307143	30	7	0	1	7	2	1	0	14713	28	0	35.3969	0	0
DL	0.307393	30	7	1	1	7	2	1	0	14713	28	0	35.4123	0	0
DL	0.307643	30	7	2	1	7	2	1	0	14713	28	0	35.3736	0	0
DL	0.307893	30	7	3	1	7	2	1	0	14713	28	0	35.3813	0	0
DL	0.308143	30	8	0	1	7	2	1	0	14713	28	0	35.3241	0	0
DL	0.308393	30	8	1	1	7	2	1	0	14713	28	0	35.351	0	0
DL	0.308643	30	8	2	1	7	2	1	0	14713	28	0	35.404	0	0
DL	0.308893	30	8	3	1	7	2	1	0	14713	28	0	35.4078	0	0
DL	0.309143	30	9	0	1	7	2	1	0	14713	28	0	35.4499	0	0
DL	0.309393	30	9	1	1	7	2	1	0	14713	28	0	35.5211	0	0
DL	0.309643	30	9	2	1	7	2	1	0	14713	28	0	35.5307	0	0
DL	0.309893	30	9	3	1	7	2	1	0	14713	28	0	35.5335	0	0
UL	0.309911	30	9	3	8	1	2	1	0	2104	28	0	35.5309 	0	0
DL	0.310143	31	0	0	1	7	2	1	0	14713	28	0	35.5793	0	0
UL	0.310161	31	0	0	8	1	2	1	0	2104	28	0	35.5644 	0	0
DL	0.310393	31	0	1	1	7	2	1	0	14713	28	0	35.5715	0	0
UL	0.310411	31	0	1	8	1	2	1	0	2104	28	0	35.5659 	0	0
DL	0.310643	31	0	2	1	7	2	1	0	14713	28	0	35.6216	0	0
DL	0.310893	31	0	3	1	7	2	1	0	14713	28	0	35.6232	0	0
DL	0.311143	31	1	0	1	7	2	1	0	14713	28	0	35.6529	0	0
DL	0.311393	31	1	1	1	7	2	1	0	14713	28	0	35.7041	0	0
DL	0.311643	31	1	2	1	7	2	1	0	14713	28	0	35.6548	0	0
DL	0.311893	31	1	3	1	7	2	1	0	14713	28	0	35.7297	0	0
DL	0.312143	31	2	0	1	7	2	1	0	14713	28	0	35.731	0	0
DL	0.312393	31	2	1	1	7	2	1	0	14713	28	0	35.7531	0	0
DL	0.312643	31	2	2	1	7	2	1	0	14713	28	0	35.7733	0	0
DL	0.312893	31	2	3	1	7	2	1	0	14713	28	0	35.7773	0	0
DL	0.313143	31	3	0	1	7	2	1	0	14713	28	0	35.807	0	0
DL	0.313393	31	3	1	1	7	2	1	0	14713	28	0	35.8023	0	0
DL	0.313643	31	3	2	1	7	2	1	0	14713	28	0	35.8548	0	0
DL	0.313893	31	3	3	1	7	2	1	0	14713	28	0	35.7904	0	0
DL	0.314143	31	4	0	1	7	2	1	0	14713	28	0	35.7455	0	0
DL	0.314393	31	4	1	1	7	2	1	0	14713	28	0	35.6988	0	0
DL	0.314643	31	4	2	1	7	2	1	0	14713	28	0	35.6877	0	0
DL	0.314893	31	4	3	1	7	2	1	0	14713	28	0	35.7274	0	0
DL	0.315143	31	5	0	1	7	2	1	0	14713	28	0	35.7186	0	0
DL	0.315393	31	5	1	1	7	2	1	0	14713	28	0	35.6673	0	0
DL	0.315643	31	5	2	1	7	2	1	0	14713	28	0	35.6553	0	0
DL	0.315893	31	5	3	1	7	2	1	0	14713	28	0	35.6738	0	0
DL	0.316143	31	6	0	1	7	2	1	0	14713	28	0	35.7717	0	0
DL	0.316393	31	6	1	1	7	2	1	0	14713	28	0	35.6934	0	0
DL	0.316643	31	6	2	1	7	2	1	0	14713	28	0	35.6903	0	0
DL	0.316893	31	6	3	1	7	2	1	0	14713	28	0	35.6466	0	0
DL	0.317143	31	7	0	1	7	2	1	0	14713	28	0	35.6524	0	0
DL	0.317393	31	7	1	1	7	2	1	0	14713	28	0	35.6295	0	0
DL	0.317643	31	7	2	1	7	2	1	0	14713	28	0	35.6258	0	0
DL	0.317893	31	7	3	1	7	2	1	0	14713	28	0	35.6407	0	0
DL	0.318143	31	8	0	1	7	2	1	0	14713	28	0	35.6779	0	0
DL	0.318393	31	8	1	1	7	2	1	0	14713	28	0	35.6641	0	0
DL	0.318643	31	8	2	1	7	2	1	0	14713	28	0	35.754	0	0
DL	0.318893	31	8	3	1	7	2	1	0	14713	28	0	35.7249	0	0
DL	0.319143	31	9	0	1	7	2	1	0	14713	28	0	35.7127	0	0
DL	0.319393	31	9	1	1	7	2	1	0	14713	28	0	35.7259	0	0
DL	0.319643	31	9	2	1	7	2	1	0	14713	28	0	35.7286	0	0
DL	0.319893	31	9	3	1	7	2	1	0	14713	28	0	35.7563	0	0
DL	0.320143	32	0	0	1	7	2	1	0	14713	28	0	35.7514	0	0
DL	0.320393	32	0	1	1	7	2	1	0	14713	28	0	35.7408	0	0
DL	0.320643	32	0	2	1	7	2	1	0	14713	28	0	35.7476	0	0
UL	0.320661	32	0	2	8	1	2	1	0	2104	28	0	35.7374 	0	0
DL	0.320893	32	0	3	1	7	2	1	0	14713	28	0	35.7427	0	0
UL	0.320911	32	0	3	8	1	2	1	0	2104	28	0	35.7122 	0	0
DL	0.321143	32	1	0	1	7	2	1	0	14713	28	0	35.6943	0	0
UL	0.321161	32	1	0	8	1	2	1	0	2104	28	0	35.7671 	0	0
DL	0.321393	32	1	1	1	7	2	1	0	14713	28	0	35.6924	0	0
DL	0.321643	32	1	2	1	7	2	1	0	14713	28	0	35.5772	0	0
DL	0.321893	32	1	3	1	7	2	1	0	14713	28	0	35.553	0	0
DL	0.322143	32	2	0	1	7	2	1	0	14713	28	0	35.5034	0	0
DL	0.322393	32	2	1	1	7	2	1	0	14713	28	0	35.5003	0	0
DL	0.322643	32	2	2	1	7	2	1	0	14713	28	0	35.409	0	0
DL	0.322893	32	2	3	1	7	2	1	0	14713	28	0	35.3974	0	0
DL	0.323143	32	3	0	1	7	2	1	0	14713	28	0	35.415	0	0
DL	0.323393	32	3	1	1	7	2	1	0	14713	28	0	35.3776	0	0
DL	0.323643	32	3	2	1	7	2	1	0	14713	28	0	35.3605	0	0
DL	0.323893	32	3	3	1	7	2	1	0	14713	28	0	35.3601	0	0
DL	0.324143	32	4	0	1	7	2	1	0	14713	28	0	35.3195	0	0
DL	0.324393	32	4	1	1	7	2	1	0	14713	28	0	35.365	0	0
DL	0.324643	32	4	2	1	7	2	1	0	14713	28	0	35.3634	0	0
DL	0.324893	32	4	3	1	7	2	1	0	14713	28	0	35.4126	0	0
DL	0.325143	32	5	0	1	7	2	1	0	14713	28	0	35.4272	0	0
DL	0.325393	32	5	1	1	7	2	1	0	14713	28	0	35.5056	0	0
DL	0.325643	32	5	2	1	7	2	1	0	14713	28	0	35.4889	0	0
DL	0.325893	32	5	3	1	7	2	1	0	14713	28	0	35.5551	0	0
DL	0.326143	32	6	0	1	7	2	1	0	14713	28	0	35.5779	0	0
DL	0.326393	32	6	1	1	7	2	1	0	14713	28	0	35.561	0	0
DL	0.326643	32	6	2	1	7	2	1	0	14713	28	0	35.5302	0	0
DL	0.326893	32	6	3	1	7	2	1	0	14713	28	0	35.5355	0	0
DL	0.327143	32	7	0	1	7	2	1	0	14713	28	0	35.4946	0	0
DL	0.327393	32	7	1	1	7	2	1	0	14713	28	0	35.5169	0	0
DL	0.327643	32	7	2	1	7	2	1	0	14713	28	0	35.5195	0	0
DL	0.327893	32	7	3	1	7	2	1	0	14713	28	0	35.518	0	0
DL	0.328143	32	8	0	1	7	2	1	0	14713	28	0	35.5942	0	0
DL	0.328393	32	8	1	1	7	2	1	0	14713	28	0	35.6469	0	0
DL	0.328643	32	8	2	1	7	2	1	0	14713	28	0	35.6649	0	0
DL	0.328893	32	8	3	1	7	2	1	0	14713	28	0	35.6982	0	0
DL	0.329143	32	9	0	1	7	2	1	0	14713	28	0	35.726	0	0
DL	0.329393	32	9	1	1	7	2	1	0	14713	28	0	35.7045	0	0
DL	0.329643	32	9	2	1	7	2	1	0	14713	28	0	35.7031	0	0
DL	0.329893	32	9	3	1	7	2	1	0	14713	28	0	35.7774	0	0
DL	0.330143	33	0	0	1	7	2	1	0	14713	28	0	35.795	0	0
DL	0.330393	33	0	1	1	7	2	1	0	14713	28	0	35.8138	0	0
DL	0.330643	33	0	2	1	7	2	1	0	14713	28	0	35.8164	0	0
DL	0.330893	33	0	3	1	7	2	1	0	14713	28	0	35.8067	0	0
DL	0.331143	33	1	0	1	7	2	1	0	14713	28	0	35.7987	0	0
DL	0.331393	33	1	1	1	7	2	1	0	14713	28	0	35.804	0	0
UL	0.331411	33	1	1	8	1	2	1	0	2104	28	0	35.8188 	0	0
DL	0.331643	33	1	2	1	7	2	1	0	14713	28	0	35.7942	0	0
UL	0.331661	33	1	2	8	1	2	1	0	2104	28	0	35.7987 	0	0
DL	0.331893	33	1	3	1	7	2	1	0	14713	28	0	35.8069	0	0
UL	0.331911	33	1	3	8	1	2	1	0	2104	28	0	35.7751 	0	0
DL	0.332143	33	2	0	1	7	2	1	0	14713	28	0	35.753	0	0
DL	0.332393	33	2	1	1	7	2	1	0	14713	28	0	35.6851	0	0
DL	0.332643	33	2	2	1	7	2	1	0	14713	28	0	35.7038	0	0
DL	0.332893	33	2	3	1	7	2	1	0	14713	28	0	35.7387	0	0
DL	0.333143	33	3	0	1	7	2	1	0	14713	28	0	35.7695	0	0
