0.00212486	1024	0	0	2
0.00212486	1024	1	3e-05	5
0.00212486	1024	2	6e-05	8
0.00224986	1024	3	9e-05	11
0.00224986	1024	4	0.00012	14
0.00237485	1024	5	0.00015	17
0.00237485	1024	6	0.00018	20
0.00249984	1024	7	0.00021	23
0.00249984	1024	8	0.00024	26
0.00249984	1024	9	0.00027	29
0.0031248	1024	10	0.0003	32
0.0031248	1024	11	0.00033	35
0.00324979	1024	12	0.00036	38
0.00324979	1024	13	0.00039	41
0.00337478	1024	14	0.00042	44
0.00337478	1024	15	0.00045	47
0.00337478	1024	16	0.00048	50
0.00349978	1024	17	0.00051	53
0.00349978	1024	18	0.00054	56
0.00412474	1024	19	0.00057	59
0.00412474	1024	20	0.0006	62
0.00424973	1024	21	0.00063	65
0.00424973	1024	22	0.00066	68
0.00424973	1024	23	0.00069	71
0.00437472	1024	24	0.00072	74
0.00437472	1024	25	0.00075	77
0.00449971	1024	26	0.00078	80
0.00449971	1024	27	0.00081	83
0.00512467	1024	28	0.00084	86
0.00512467	1024	29	0.00087	89
0.00512467	1024	30	0.0009	92
0.00524966	1024	31	0.00093	95
0.00524966	1024	32	0.00096	98
0.00537466	1024	33	0.00099	101
0.00537466	1024	34	0.00102	104
0.00549965	1024	35	0.00105	107
0.00549965	1024	36	0.00108	110
0.00549965	1024	37	0.00111	113
0.00612461	1024	38	0.00114	116
0.00612461	1024	39	0.00117	119
0.0062496	1024	40	0.0012	122
0.0062496	1024	41	0.00123	125
0.00637459	1024	42	0.00126	128
0.00637459	1024	43	0.00129	131
0.00637459	1024	44	0.00132	134
0.00649958	1024	45	0.00135	137
0.00649958	1024	46	0.00138	140
0.00712454	1024	47	0.00141	143
0.00712454	1024	48	0.00144	146
0.00724954	1024	49	0.00147	149
0.00724954	1024	50	0.0015	152
0.00724954	1024	51	0.00153	155
0.00737453	1024	52	0.00156	158
0.00737453	1024	53	0.00159	161
0.00749952	1024	54	0.00162	164
0.00749952	1024	55	0.00165	167
0.00812448	1024	56	0.00168	170
0.00812448	1024	57	0.00171	173
0.00812448	1024	58	0.00174	176
0.00824947	1024	59	0.00177	179
0.00824947	1024	60	0.0018	182
0.00837446	1024	61	0.00183	185
0.00837446	1024	62	0.00186	188
0.00849946	1024	63	0.00189	191
0.00849946	1024	64	0.00192	194
0.00849946	1024	65	0.00195	197
0.00912442	1024	66	0.00198	200
0.00912442	1024	67	0.00201	203
0.00924941	1024	68	0.00204	206
0.00924941	1024	69	0.00207	209
0.0093744	1024	70	0.0021	212
0.0093744	1024	71	0.00213	215
0.0093744	1024	72	0.00216	218
0.00949939	1024	73	0.00219	221
0.00949939	1024	74	0.00222	224
0.0101244	1024	75	0.00225	227
0.0101244	1024	76	0.00228	230
0.0101244	1024	77	0.00231	233
0.0102493	1024	78	0.00234	236
0.0102493	1024	79	0.00237	239
0.0103743	1024	80	0.0024	242
0.0103743	1024	81	0.00243	245
0.0104993	1024	82	0.00246	248
0.0104993	1024	83	0.00249	251
0.0104993	1024	84	0.00252	254
0.0111243	1024	85	0.00255	257
0.0111243	1024	86	0.00258	260
0.0112493	1024	87	0.00261	263
0.0112493	1024	88	0.00264	266
0.0113743	1024	89	0.00267	269
0.0113743	1024	90	0.0027	272
0.0113743	1024	91	0.00273	275
0.0114993	1024	92	0.00276	278
0.0114993	1024	93	0.00279	281
0.0121242	1024	94	0.00282	284
0.0121242	1024	95	0.00285	287
0.0122492	1024	96	0.00288	290
0.0122492	1024	97	0.00291	293
0.0122492	1024	98	0.00294	296
0.0123742	1024	99	0.00297	299
0.0123742	1024	100	0.003	302
0.0124992	1024	101	0.00303	305
0.0124992	1024	102	0.00306	308
0.0131242	1024	103	0.00309	311
0.0131242	1024	104	0.00312	314
0.0131242	1024	105	0.00315	317
